date,product_code,customer_code,sold_quantity
2025-12-01,HOCKA7893F,70002018,1585
2025-12-01,HOCKA5001D,70002018,1734
2025-12-01,HOCK94FE34,70002018,322
2025-12-01,HOCK35B3C7,70002018,1983
2025-12-01,HOCK462BA5,70002018,1409
2025-12-01,HOCKBDB8DA,70002018,1790
2025-12-01,HOCK1BA87E,70002018,317
2025-12-01,HOCK7633A6,70002018,1143
2025-12-01,HOCK8B52CE,70002018,1893
2025-12-01,HOCK538334,70002018,599
2025-12-01,HOCK385D92,70002018,612
2025-12-01,HOCKF950D4,70002018,1404
2025-12-01,HOCK16E55F,70002018,257
2025-12-01,HOCK02DA3C,70002018,1477
2025-12-01,HOCK98DB22,70002018,1306
2025-12-01,HOCKCE879E,70002018,659
2025-12-01,HOCK372046,70002018,244
2025-12-01,HOCKF6D4C2,70002018,1443
2025-12-01,HOCK7270D1,70002018,1113
2025-12-01,HOCK64B186,70002018,450
2025-12-01,HOCK2841E6,70002018,334
2025-12-01,HOCK2101AF,70002018,411
2025-12-01,HOCKDB62E7,70002018,505
2025-12-01,HOCKA7A3B4,70002018,1914
2025-12-01,HOCKD69383,70002018,655
2025-12-01,HOCK97883A,70002018,844
2025-12-01,HOCK55A6B5,70002018,1088
2025-12-01,HOCK7A3D0A,70002018,899
2025-12-01,HOCK76C189,70002018,2021
2025-12-01,HOCK8DF8D8,70002018,2004
2025-12-01,HOCK19DC2D,70002018,454
2025-12-01,HOCKAEA857,70002018,856
2025-12-01,HOCK55BF8F,70002018,1820
2025-12-01,HOCKA76614,70002018,839
2025-12-01,HOCK2D7B61,70002018,1152
2025-12-01,HOCKC6150F,70002018,1494
2025-12-01,CYCLDE0772,70002018,2055
2025-12-01,CYCLBD7368,70002018,2107
2025-12-01,CYCL9F921D,70002018,1597
2025-12-01,CYCL8D32DD,70002018,1486
2025-12-01,CYCL903AF1,70002018,1709
2025-12-01,CYCLB9F510,70002018,2025
2025-12-01,CYCL3A3BA9,70002018,510
2025-12-01,CYCL28EDD2,70002018,1263
2025-12-01,CYCL8D92F6,70002018,1075
2025-12-01,CYCLA4B3CA,70002018,1417
2025-12-01,FISHE20FE7,70002018,1978
2025-12-01,FISH435E84,70002018,1756
2025-12-01,FISHF83738,70002018,1413
2025-12-01,FISHC4F1E3,70002018,1728
2025-12-01,FISH9C6E1A,70002018,270
2025-12-01,FISH9DCA51,70002018,384
2025-12-01,FISHA6E17F,70002018,362
2025-12-01,SOCCDA10C6,70002018,438
2025-12-01,SOCC8B25BD,70002018,1599
2025-12-01,SOCCBCD3A9,70002018,1633
2025-12-01,SOCCC865F3,70002018,1481
2025-12-01,SOCC9DB3E4,70002018,255
2025-12-01,SOCCB533BF,70002018,868
2025-12-01,SOCC80D996,70002018,773
2025-12-01,SOCC0CD3DE,70002018,1876
2025-12-01,SOCC528FB5,70002018,952
2025-12-01,SOCC86D9A9,70002018,1359
2025-12-01,SOCC0E544D,70002018,1545
2025-12-01,SOCCF63A17,70002018,1481
2025-12-01,SOCC93E2C6,70002018,670
2025-12-01,SOCC2BAAAD,70002018,392
2025-12-01,SOCC9B3291,70002018,1758
2025-12-01,SOCC7DA9E9,70002018,1618
2025-12-01,SOCC6681B1,70002018,605
2025-12-01,SOCC2271DD,70002018,1054
2025-12-01,SOCC614FC7,70002018,442
2025-12-01,SOCC41CE85,70002018,1785
2025-12-01,SOCCC136F5,70002018,567
2025-12-01,SOCCBF1E0A,70002018,1066
2025-12-01,SOCCDD733E,70002018,1138
2025-12-01,SOCCCC8143,70002018,1130
2025-12-01,SOCCE19E1A,70002018,967
2025-12-01,SOCC3DC7AC,70002018,929
2025-12-01,SOCCE1C418,70002018,468
2025-12-01,SOCC595ABB,70002018,442
2025-12-01,SOCCB792C1,70002018,1873
2025-12-01,SOCC5F7FD6,70002018,1077
2025-12-01,SOCC347728,70002018,289
2025-12-01,SOCCFD98D3,70002018,259
2025-12-01,SOCC75A7DE,70002018,1058
2025-12-01,SOCC5FB337,70002018,1028
2025-12-01,SOCCAFD990,70002018,1294
2025-12-01,SOCC9B1B1E,70002018,776
2025-12-01,SOCCABBA46,70002018,613
2025-12-01,SOCCEC0AEA,70002018,1797
2025-12-01,SOCCF21535,70002018,563
2025-12-01,SOCC1E3E32,70002018,202
2025-12-01,SOCC71C831,70002018,236
2025-12-01,SOCC7EB7BC,70002018,1289
2025-12-01,SOCC17860D,70002018,852
2025-12-01,SOCC63FDD7,70002018,733
2025-12-01,SOCCFCA276,70002018,1951
2025-12-01,SOCCD3B001,70002018,658
2025-12-01,SOCC65813B,70002018,1963
2025-12-01,SOCC4A3199,70002018,1943
2025-12-01,SOCC424157,70002018,1490
2025-12-01,SOCC67945A,70002018,765
2025-12-01,SOCCAB35F3,70002018,1124
2025-12-01,SOCC489639,70002018,260
2025-12-01,HNDLA1722E,70002018,986
2025-12-01,HNDL03C073,70002018,1163
2025-12-01,HNDL9B1B7D,70002018,1486
2025-12-01,HNDLB5AAA4,70002018,1037
2025-12-01,HNDLCD10B6,70002018,1786
2025-12-01,HIKA1D299,70002018,1269
2025-12-01,HIK8D130E,70002018,98
2025-12-01,HIK551B1C,70002018,231
2025-12-01,HIKC3460C,70002018,43
2025-12-01,HIKF7229D,70002018,149
2025-12-01,HIK070F0B,70002018,82
2025-12-01,HIKCAC6DD,70002018,191
2025-12-01,HIK77A350,70002018,195
2025-12-01,HIK1EDFAB,70002018,149
2025-12-01,HIK36B5E7,70002018,106
2025-12-01,HIK3D8B94,70002018,129
2025-12-01,HIKBE06F0,70002018,106
2025-12-01,HIKD4C3B1,70002018,86
2025-12-01,HIK477AAF,70002018,70
2025-12-01,HIK3DF988,70002018,70
2025-12-01,HIKD36FFD,70002018,152
2025-12-01,HIKFE5678,70002018,90
2025-12-01,HIKF1C8B8,70002018,82
2025-12-01,HIKC8C113,70002018,152
2025-12-01,HIK122A22,70002018,207
2025-12-01,HIKAD4D17,70002018,43
2025-12-01,HORSE77A541,70002018,133
2025-12-01,HORSE2EEE60,70002018,145
2025-12-01,HORSE3B12B0,70002018,137
2025-12-01,HORSEAE5456,70002018,180
2025-12-01,HORSEB0E845,70002018,156
2025-12-01,HORSE63358C,70002018,207
2025-12-01,HORSEEB0E93,70002018,223
2025-12-01,HORSEE8A02C,70002018,51
2025-12-01,HORSE32EC33,70002018,234
2025-12-01,HORSE2CAEAB,70002018,51
2025-12-01,RACKD4E78B,70002018,109
2025-12-01,RACK105320,70002018,90
2025-12-01,RACK66912E,70002018,109
2025-12-01,RACKFDE19F,70002018,227
2025-12-01,RACK435CCD,70002018,215
2025-12-01,RACK3489DB,70002018,121
2025-12-01,RACK82A423,70002018,176
2025-12-01,RACK5D92A1,70002018,66
2025-12-01,RACK69205F,70002018,121
2025-12-01,ROCKC708F5,70002018,215
2025-12-01,ROCKD798F6,70002018,195
2025-12-01,ROCKF69138,70002018,51
2025-12-01,ROCK9DEEFF,70002018,66
2025-12-01,ROCKED21EA,70002018,133
2025-12-01,ROCKCC3BF4,70002018,74
2025-12-01,ROCK0F8FA1,70002018,191
2025-12-01,ROCK3F43FF,70002018,43
2025-12-01,ROCK32D5D0,70002018,43
2025-12-01,RUN2FE4D5,70002018,86
2025-12-01,RUNCF8C32,70002018,137
2025-12-01,RUNC06D4D,70002018,59
2025-12-01,RUNE665CD,70002018,231
2025-12-01,RUN6AA3AE,70002018,160
2025-12-01,RUND54C0F,70002018,55
2025-12-01,RUNA56979,70002018,55
2025-12-01,RUND6A4A7,70002018,180
2025-12-01,RUND5648C,70002018,137
2025-12-01,RUND03BFE,70002018,277
2025-12-01,RUND9B589,70002018,120
2025-12-01,RUN6DCFAC,70002018,222
2025-12-01,RUN1AB696,70002018,106
2025-12-01,RUN4820EF,70002018,236
2025-12-01,RUN339949,70002018,263
2025-12-01,RUN10A073,70002018,268
2025-12-01,RUNB90BB2,70002018,46
2025-12-01,RUN785BD8,70002018,231
2025-12-01,RUN51B03C,70002018,254
2025-12-01,RUN1D0017,70002018,259
2025-12-01,RUN192A50,70002018,51
2025-12-01,RUN5C06BF,70002018,217
2025-12-01,RUNEBBF53,70002018,199
2025-12-01,RUN907813,70002018,134
2025-12-01,SKATCB097A,70002018,222
2025-12-01,SKAT407D01,70002018,97
2025-12-01,SKAT8BFE91,70002018,245
2025-12-01,SKAT47003B,70002018,88
2025-12-01,SKAT24B8F2,70002018,125
2025-12-01,SKAT8A94D3,70002018,46
2025-12-01,SKATC23D72,70002018,240
2025-12-01,SQUA4C7DCE,70002018,203
2025-12-01,SQUA99D795,70002018,55
2025-12-01,SQUA160B6F,70002018,203
2025-12-01,SQUAA3B44A,70002018,277
2025-12-01,SQUA84B377,70002018,113
2025-12-01,SQUA732DF1,70002018,167
2025-12-01,SQUA22F29D,70002018,81
2025-12-01,SQUA82575A,70002018,131
2025-12-01,SURF56D4BF,70002018,262
2025-12-01,SURF2EBCCA,70002018,194
2025-12-01,SURF8627B1,70002018,90
2025-12-01,SURF7A248A,70002018,231
2025-12-01,SURF60F2D1,70002018,122
2025-12-01,SURFE9DE14,70002018,208
2025-12-01,SURFEB883D,70002018,190
2025-12-01,SURFF237F1,70002018,108
2025-12-01,SURF69CACC,70002018,136
2025-12-01,SWIM8BE666,70002018,267
2025-12-01,SWIM0619EB,70002018,221
2025-12-01,SWIMCA28CC,70002018,221
2025-12-01,SWIM3B2B99,70002018,127
2025-12-01,SWIM4F5CDD,70002018,158
2025-12-01,SWIMB4058D,70002018,140
2025-12-01,SWIM139E14,70002018,72
2025-12-01,SWIME2E04A,70002018,108
2025-12-01,SWIMBAC8EE,70002018,244
2025-12-01,SWIM2785E8,70002018,95
2025-12-01,SWIM8D675F,70002018,113
2025-12-01,SWIM98EEF3,70002018,167
2025-12-01,SWIM9CB0C3,70002018,99
2025-12-01,SWIM3BD53D,70002018,145
2025-12-01,SWIM684A76,70002018,181
2025-12-01,SWIM1E7A6B,70002018,118
2025-12-01,TTEN18B609,70002018,163
2025-12-01,TTEND5F06B,70002018,50
2025-12-01,TTENB506A5,70002018,108
2025-12-01,TTEND35118,70002018,167
2025-12-01,TTEN2C5F16,70002018,240
2025-12-01,TTENE14F77,70002018,140
2025-12-01,TTEN658069,70002018,106
2025-12-01,TTEN204A0C,70002018,236
2025-12-01,TTEN99E28C,70002018,166
2025-12-01,TTENE352A9,70002018,268
2025-12-01,GAMES594E41,70002018,236
2025-12-01,GAMES78D8F4,70002018,171
2025-12-01,GAMES0B9C36,70002018,125
2025-12-01,GAMESA7F5F8,70002018,153
2025-12-01,GAMES55E6CB,70002018,51
2025-12-01,GAMES62C38E,70002018,217
2025-12-01,GAMES5EF6E3,70002018,129
2025-12-01,TENN1ADD96,70002018,226
2025-12-01,TENN32F2C2,70002018,139
2025-12-01,TENN11B50C,70002018,254
2025-12-01,TENN6E46CF,70002018,74
2025-12-01,TENN6AD4AC,70002018,49
2025-12-01,TENNDCCD5A,70002018,218
2025-12-01,TENN514228,70002018,197
2025-12-01,TENN0CFFE7,70002018,132
2025-12-01,TENN391CEF,70002018,86
2025-12-01,TENN151AB9,70002018,49
2025-12-01,TENN3F4E67,70002018,247
2025-12-01,TENNF49374,70002018,127
2025-12-01,TENN0B614F,70002018,222
2025-12-01,TENN4AEBA0,70002018,193
2025-12-01,TENN506041,70002018,177
2025-12-01,TENN6C0BC2,70002018,206
2025-12-01,VOLLF0E251,70002018,119
2025-12-01,VOLLA6AAB1,70002018,1144
2025-12-01,VOLLF5D4E6,70002018,821
2025-12-01,VOLLEEC6A4,70002018,1605
2025-12-01,VOLL56AE91,70002018,2007
2025-12-01,VOLLDDFCD0,70002018,361
2025-12-01,VOLL4B8018,70002018,286
2025-12-01,WLFT9CBF85,70002018,974
2025-12-01,WLFTB0B8BE,70002018,1024
2025-12-01,WLFT5DC367,70002018,916
2025-12-01,WLFT1704AC,70002018,1136
2025-12-01,WLFT053057,70002018,485
2025-12-01,WLFT79618A,70002018,1969
2025-12-01,WLFTAE945F,70002018,1708
2025-12-01,WLFTB7DF2B,70002018,903
2025-12-01,WLFT52B261,70002018,680
2025-12-01,WLFT296A48,70002018,1720
2025-12-01,WLFT7AD84A,70002018,1321
2025-12-01,YOGA1B22A2,70002018,786
2025-12-01,YOGA6FA844,70002018,393
2025-12-01,YOGAA7E602,70002018,997
2025-12-01,YOGA46952D,70002018,595
2025-12-01,YOGA80ED66,70002018,607
2025-12-01,YOGA465ABE,70002018,454
2025-12-01,ARCHAFF0E4,90002002,630
2025-12-01,ARCH6B94F7,90002002,1593
2025-12-01,ARCH5D1FE7,90002002,1219
2025-12-01,ARCH7B49A9,90002002,1526
2025-12-01,ARCH497D34,90002002,1241
2025-12-01,ARCHE71D79,90002002,596
2025-12-01,ARCHDD8749,90002002,1100
2025-12-01,BADMC045D4,90002002,426
2025-12-01,BADM4BAB38,90002002,1775
2025-12-01,BADMDC6AB1,90002002,1385
2025-12-01,BADM50C510,90002002,657
2025-12-01,BADM2459FB,90002002,2165
2025-12-01,BADME151E6,90002002,366
2025-12-01,BADMDA5EC8,90002002,2160
2025-12-01,BADM48A260,90002002,1180
2025-12-01,BADM8FFE12,90002002,504
2025-12-01,BADM1B8332,90002002,1432
2025-12-01,BADM7E90FB,90002002,966
2025-12-01,BASK7F5383,90002002,1061
2025-12-01,BASKEE612D,90002002,2151
2025-12-01,BASK4C69DF,90002002,1132
2025-12-01,BASK9E4294,90002002,894
2025-12-01,BASKEE32E4,90002002,2065
2025-12-01,BASKE57A19,90002002,504
2025-12-01,BASK728A58,90002002,1708
2025-12-01,BASKED86BF,90002002,295
2025-12-01,BASK32528E,90002002,1080
2025-12-01,BASK984F74,90002002,638
2025-12-01,BOX8606F7,90002002,1979
2025-12-01,BOXD26891,90002002,381
2025-12-01,BOX17AD9F,90002002,2269
2025-12-01,BOXB9DCC6,90002002,1946
2025-12-01,BOX3DC0E4,90002002,1013
2025-12-01,BOX381514,90002002,271
2025-12-01,BOX386644,90002002,338
2025-12-01,BOX3A9CA9,90002002,1951
2025-12-01,BOXB0228B,90002002,1118
2025-12-01,CAMP7A5E65,90002002,1355
2025-12-01,CAMP69AF0F,90002002,1534
2025-12-01,CAMP10C410,90002002,1271
2025-12-01,CAMPECAADE,90002002,1369
2025-12-01,CAMPF24336,90002002,2214
2025-12-01,CAMPE624C8,90002002,1960
2025-12-01,CAMP11E3FA,90002002,1111
2025-12-01,CAMPCB6B05,90002002,267
2025-12-01,CAMPDFA679,90002002,1721
2025-12-01,CAMP4005E6,90002002,1552
2025-12-01,CAMPD5615D,90002002,994
2025-12-01,HOCKA1EEE0,90002002,1923
2025-12-01,HOCK7723F0,90002002,952
2025-12-01,HOCK97BE68,90002002,549
2025-12-01,HOCK2716B4,90002002,1069
2025-12-01,HOCK05FECB,90002002,1508
2025-12-01,HOCK681856,90002002,500
2025-12-01,HOCKBBFD56,90002002,322
2025-12-01,HOCK57FB52,90002002,1163
2025-12-01,HOCK294CD6,90002002,1500
2025-12-01,HOCK892BAA,90002002,300
2025-12-01,HOCK2AE4DF,90002002,563
2025-12-01,HOCKC0D928,90002002,1263
2025-12-01,HOCK341BC8,90002002,1148
2025-12-01,HOCKB9EBFF,90002002,393
2025-12-01,HOCK5B2A0F,90002002,1815
2025-12-01,HOCK2D3CF5,90002002,1237
2025-12-01,HOCKC6CF02,90002002,904
2025-12-01,HOCKA7893F,90002002,633
2025-12-01,HOCKA5001D,90002002,474
2025-12-01,HOCK94FE34,90002002,400
2025-12-01,HOCK35B3C7,90002002,1876
2025-12-01,HOCK462BA5,90002002,1002
2025-12-01,HOCKBDB8DA,90002002,1542
2025-12-01,HOCK1BA87E,90002002,1225
2025-12-01,HOCK7633A6,90002002,552
2025-12-01,HOCK8B52CE,90002002,2000
2025-12-01,HOCK538334,90002002,1242
2025-12-01,HOCK385D92,90002002,599
2025-12-01,HOCKF950D4,90002002,437
2025-12-01,HOCK16E55F,90002002,377
2025-12-01,HOCK02DA3C,90002002,2111
2025-12-01,HOCK98DB22,90002002,1242
2025-12-01,HOCKCE879E,90002002,728
2025-12-01,HOCK372046,90002002,1653
2025-12-01,HOCKF6D4C2,90002002,1691
2025-12-01,HOCK7270D1,90002002,1242
2025-12-01,HOCK64B186,90002002,805
2025-12-01,HOCK2841E6,90002002,535
2025-12-01,HOCK2101AF,90002002,642
2025-12-01,HOCKDB62E7,90002002,1006
2025-12-01,HOCKA7A3B4,90002002,300
2025-12-01,HOCKD69383,90002002,1610
2025-12-01,HOCK97883A,90002002,818
2025-12-01,HOCK55A6B5,90002002,1297
2025-12-01,HOCK7A3D0A,90002002,1370
2025-12-01,HOCK76C189,90002002,621
2025-12-01,HOCK8DF8D8,90002002,1220
2025-12-01,HOCK19DC2D,90002002,1571
2025-12-01,HOCKAEA857,90002002,1285
2025-12-01,HOCK55BF8F,90002002,1139
2025-12-01,HOCKA76614,90002002,1995
2025-12-01,HOCK2D7B61,90002002,1841
2025-12-01,HOCKC6150F,90002002,1015
2025-12-01,CYCLDE0772,90002002,2102
2025-12-01,CYCLBD7368,90002002,1404
2025-12-01,CYCL9F921D,90002002,407
2025-12-01,CYCL8D32DD,90002002,852
2025-12-01,CYCL903AF1,90002002,2072
2025-12-01,CYCLB9F510,90002002,1486
2025-12-01,CYCL3A3BA9,90002002,227
2025-12-01,CYCL28EDD2,90002002,1083
2025-12-01,CYCL8D92F6,90002002,1019
2025-12-01,CYCLA4B3CA,90002002,1409
2025-12-01,FISHE20FE7,90002002,1306
2025-12-01,FISH435E84,90002002,707
2025-12-01,FISHF83738,90002002,1392
2025-12-01,FISHC4F1E3,90002002,1583
2025-12-01,FISH9C6E1A,90002002,731
2025-12-01,FISH9DCA51,90002002,1404
2025-12-01,FISHA6E17F,90002002,202
2025-12-01,SOCCDA10C6,90002002,266
2025-12-01,SOCC8B25BD,90002002,1081
2025-12-01,SOCCBCD3A9,90002002,1679
2025-12-01,SOCCC865F3,90002002,438
2025-12-01,SOCC9DB3E4,90002002,1488
2025-12-01,SOCCB533BF,90002002,1549
2025-12-01,SOCC80D996,90002002,1454
2025-12-01,SOCC0CD3DE,90002002,1534
2025-12-01,SOCC528FB5,90002002,1035
2025-12-01,SOCC86D9A9,90002002,853
2025-12-01,SOCC0E544D,90002002,898
2025-12-01,SOCCF63A17,90002002,1153
2025-12-01,SOCC93E2C6,90002002,1884
2025-12-01,SOCC2BAAAD,90002002,1188
2025-12-01,SOCC9B3291,90002002,1831
2025-12-01,SOCC7DA9E9,90002002,617
2025-12-01,SOCC6681B1,90002002,1454
2025-12-01,SOCC2271DD,90002002,651
2025-12-01,SOCC614FC7,90002002,206
2025-12-01,SOCC41CE85,90002002,556
2025-12-01,SOCCC136F5,90002002,1142
2025-12-01,SOCCBF1E0A,90002002,1005
2025-12-01,SOCCDD733E,90002002,948
2025-12-01,SOCCCC8143,90002002,1519
2025-12-01,SOCCE19E1A,90002002,1001
2025-12-01,SOCC3DC7AC,90002002,674
2025-12-01,SOCCE1C418,90002002,1100
2025-12-01,SOCC595ABB,90002002,1252
2025-12-01,SOCCB792C1,90002002,1640
2025-12-01,SOCC5F7FD6,90002002,738
2025-12-01,SOCC347728,90002002,274
2025-12-01,SOCCFD98D3,90002002,723
2025-12-01,SOCC75A7DE,90002002,274
2025-12-01,SOCC5FB337,90002002,898
2025-12-01,SOCCAFD990,90002002,419
2025-12-01,SOCC9B1B1E,90002002,1245
2025-12-01,SOCCABBA46,90002002,1435
2025-12-01,SOCCEC0AEA,90002002,1207
2025-12-01,SOCCF21535,90002002,1850
2025-12-01,SOCC1E3E32,90002002,327
2025-12-01,SOCC71C831,90002002,613
2025-12-01,SOCC7EB7BC,90002002,1273
2025-12-01,SOCC17860D,90002002,682
2025-12-01,SOCC63FDD7,90002002,930
2025-12-01,SOCCFCA276,90002002,1151
2025-12-01,SOCCD3B001,90002002,367
2025-12-01,SOCC65813B,90002002,359
2025-12-01,SOCC4A3199,90002002,1916
2025-12-01,SOCC424157,90002002,824
2025-12-01,SOCC67945A,90002002,296
2025-12-01,SOCCAB35F3,90002002,623
2025-12-01,SOCC489639,90002002,572
2025-12-01,HNDLA1722E,90002002,1731
2025-12-01,HNDL03C073,90002002,828
2025-12-01,HNDL9B1B7D,90002002,209
2025-12-01,HNDLB5AAA4,90002002,1175
2025-12-01,HNDLCD10B6,90002002,710
2025-12-01,HIKA1D299,90002002,1258
2025-12-01,HIK8D130E,90002002,66
2025-12-01,HIK551B1C,90002002,78
2025-12-01,HIKC3460C,90002002,184
2025-12-01,HIKF7229D,90002002,121
2025-12-01,HIK070F0B,90002002,59
2025-12-01,HIKCAC6DD,90002002,129
2025-12-01,HIK77A350,90002002,199
2025-12-01,HIK1EDFAB,90002002,70
2025-12-01,HIK36B5E7,90002002,203
2025-12-01,HIK3D8B94,90002002,125
2025-12-01,HIKBE06F0,90002002,55
2025-12-01,HIKD4C3B1,90002002,227
2025-12-01,HIK477AAF,90002002,195
2025-12-01,HIK3DF988,90002002,164
2025-12-01,HIKD36FFD,90002002,133
2025-12-01,HIKFE5678,90002002,63
2025-12-01,HIKF1C8B8,90002002,129
2025-12-01,HIKC8C113,90002002,59
2025-12-01,HIK122A22,90002002,184
2025-12-01,HIKAD4D17,90002002,199
2025-12-01,HORSE77A541,90002002,43
2025-12-01,HORSE2EEE60,90002002,94
2025-12-01,HORSE3B12B0,90002002,55
2025-12-01,HORSEAE5456,90002002,82
2025-12-01,HORSEB0E845,90002002,117
2025-12-01,HORSE63358C,90002002,43
2025-12-01,HORSEEB0E93,90002002,156
2025-12-01,HORSEE8A02C,90002002,74
2025-12-01,HORSE32EC33,90002002,51
2025-12-01,HORSE2CAEAB,90002002,203
2025-12-01,RACKD4E78B,90002002,141
2025-12-01,RACK105320,90002002,43
2025-12-01,RACK66912E,90002002,78
2025-12-01,RACKFDE19F,90002002,152
2025-12-01,RACK435CCD,90002002,47
2025-12-01,RACK3489DB,90002002,215
2025-12-01,RACK82A423,90002002,102
2025-12-01,RACK5D92A1,90002002,133
2025-12-01,RACK69205F,90002002,168
2025-12-01,ROCKC708F5,90002002,66
2025-12-01,ROCKD798F6,90002002,129
2025-12-01,ROCKF69138,90002002,231
2025-12-01,ROCK9DEEFF,90002002,133
2025-12-01,ROCKED21EA,90002002,160
2025-12-01,ROCKCC3BF4,90002002,180
2025-12-01,ROCK0F8FA1,90002002,195
2025-12-01,ROCK3F43FF,90002002,223
2025-12-01,ROCK32D5D0,90002002,191
2025-12-01,RUN2FE4D5,90002002,113
2025-12-01,RUNCF8C32,90002002,74
2025-12-01,RUNC06D4D,90002002,199
2025-12-01,RUNE665CD,90002002,195
2025-12-01,RUN6AA3AE,90002002,141
2025-12-01,RUND54C0F,90002002,74
2025-12-01,RUNA56979,90002002,195
2025-12-01,RUND6A4A7,90002002,59
2025-12-01,RUND5648C,90002002,109
2025-12-01,RUND03BFE,90002002,116
2025-12-01,RUND9B589,90002002,222
2025-12-01,RUN6DCFAC,90002002,153
2025-12-01,RUN1AB696,90002002,254
2025-12-01,RUN4820EF,90002002,236
2025-12-01,RUN339949,90002002,129
2025-12-01,RUN10A073,90002002,162
2025-12-01,RUNB90BB2,90002002,157
2025-12-01,RUN785BD8,90002002,51
2025-12-01,RUN51B03C,90002002,143
2025-12-01,RUN1D0017,90002002,208
2025-12-01,RUN192A50,90002002,55
2025-12-01,RUN5C06BF,90002002,217
2025-12-01,RUNEBBF53,90002002,55
2025-12-01,RUN907813,90002002,240
2025-12-01,SKATCB097A,90002002,171
2025-12-01,SKAT407D01,90002002,65
2025-12-01,SKAT8BFE91,90002002,236
2025-12-01,SKAT47003B,90002002,143
2025-12-01,SKAT24B8F2,90002002,60
2025-12-01,SKAT8A94D3,90002002,153
2025-12-01,SKATC23D72,90002002,199
2025-12-01,SQUA4C7DCE,90002002,259
2025-12-01,SQUA99D795,90002002,148
2025-12-01,SQUA160B6F,90002002,153
2025-12-01,SQUAA3B44A,90002002,185
2025-12-01,SQUA84B377,90002002,59
2025-12-01,SQUA732DF1,90002002,185
2025-12-01,SQUA22F29D,90002002,217
2025-12-01,SQUA82575A,90002002,267
2025-12-01,SURF56D4BF,90002002,99
2025-12-01,SURF2EBCCA,90002002,136
2025-12-01,SURF8627B1,90002002,212
2025-12-01,SURF7A248A,90002002,267
2025-12-01,SURF60F2D1,90002002,72
2025-12-01,SURFE9DE14,90002002,149
2025-12-01,SURFEB883D,90002002,154
2025-12-01,SURFF237F1,90002002,208
2025-12-01,SURF69CACC,90002002,271
2025-12-01,SWIM8BE666,90002002,45
2025-12-01,SWIM0619EB,90002002,86
2025-12-01,SWIMCA28CC,90002002,113
2025-12-01,SWIM3B2B99,90002002,104
2025-12-01,SWIM4F5CDD,90002002,262
2025-12-01,SWIMB4058D,90002002,68
2025-12-01,SWIM139E14,90002002,217
